module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.HeroAltar_AddHero_Tips_2	#C(#ffffff)#U#A(#K(playerMenu,%s,%s,%s,TYPE8,%s,0,%s,%s))#C(#0099cc)%s#n#n#n在[#C(#0099cc)%s#n]幸运召唤到[#C(#FF33CC)%s#n]和[#C(#FF33CC)%s#n]前来效力, 这是要称霸全服的节奏啊。	#C(#ffffff)#U#A(#K(playerMenu,%s,%s,%s,TYPE8,%s,0,%s,%s))#C(#0099cc)%s#n#n#n à[#C(#0099cc)%s#n] appelle avec succès [#C(#FF33CC)%s#n]et [#C(#FF33CC)%s#n] pour l'aider , il a un air de conquerir tout le serveur.	1
Common.Other.GlobalPrompt.HeroAltar_Change	兑换成功	échange aves succès	1
Common.Other.GlobalPrompt.HeroAwaken_Msg_Succeed	#C(#fefb00)%s#n#C(#66FF00)不畏艰辛，克服重重阻碍，终于将英雄#C(#FF0000)%s#n成功觉醒为#C(#FF0000)%s#n，这是要逆天的节奏啊！	#C(#fefb00)%s#n#C(#66FF00),après toutes les difficultés et les obstacles,il a réveillé #C(#FF0000)%s#n avec succès finalement en #C(#FF0000)%s#n，il a un air de conquérir tout le serveur !	1
Common.Other.GlobalPrompt.HeroDataExcept	英雄数据异常	les stats du héro sont anormals	1
Common.Other.GlobalPrompt.HeroFire_Tips	解雇成功：#H#Z(%s,%s)	licenciement avec succès：#H#Z(%s,%s)	1
Common.Other.GlobalPrompt.HeroGradeTips_1	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将紫色英雄#C(#FF33CC)%s#n进化为成为橙色英雄#C(#FF6600)%s#n, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00),après toutes les difficultés et les obstacles, il a évolué le héros violet #C(#FF33CC)%s#n en orange #C(#FF6600)%s#n,il a un air de conquérir tous le serveur #n	1
Common.Other.GlobalPrompt.HeroGradeTips_2	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将橙色英雄#C(#FF6600)%s#n进化为成为红色英雄#C(#FF0000)%s#n, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00)),après toutes les difficultés et les obstacles,  il a évolué le héros orange #C(#FF6600)%s#n en rouge #C(#FF0000)%s#n, il a un air de conquérir tous le serveur #n	1
Common.Other.GlobalPrompt.HeroIsFull_Tips	英雄位置已满，请先解雇多余的英雄	les places des héros sont pleines, licenciez les héros supplémentaires tout d'abords	1
Common.Other.GlobalPrompt.HeroShengdian_Fast	#C(#00EE00)%s#n仅用#C(#00EE00)%s#n回合便通关了英雄圣殿的#C(#ffff37)%s[%s]#n！还有更快的吗？	#C(#00EE00)%s#n passe #C(#00EE00)%s#n round à franchir le #C(#ffff37)%s[%s] du temple d'âmes #n! qui peut le fait plus vite?	1
Common.Other.GlobalPrompt.HeroShengdian_First	#C(#00EE00)%s#n率先通关了英雄圣殿的#C(#ffff37)%s[%s]#n！所谓兵贵神速啊！	#C(#00EE00)%s#n  a franchi #C(#ffff37)%s[%s] du temple d'âmes#n! c'est bon d'avoir une bonne vitesse !	1
Common.Other.GlobalPrompt.HeroShengdian_LevelLimit	等级不足，该副本尚未开启	niveau insuffisant, cette instance n'est pas ouverte encore	1
Common.Other.GlobalPrompt.HeroShengdian_Mail_Content	你的背包空间不足，已将本次英雄圣殿获得的奖励通过邮件发放。请您及时提取。	la place de votre sac à dos ne suffit pas,la récompense dans le temple des âmes du héros de cette fois a été envoyée par e-mail. Veillez la prendre à temps	1
Common.Other.GlobalPrompt.HeroShengdian_Mail_Sender	系统	système 	1
Common.Other.GlobalPrompt.HeroShengdian_Mail_Title	背包空间不足	pas assez d'espace au sac à dos 	1
Common.Other.GlobalPrompt.HeroTemple_Fast	#C(#00EE00)%s#n仅用#C(#00EE00)%s#n回合便通关了英灵神殿的#C(#ffff37)%s[%s]#n！还有更快的吗？	#C(#00EE00)%s#n passe #C(#00EE00)%s#n round à franchir le #C(#ffff37)%s[%s] du temple du héros #n! qui peut le fait plus vite?	1
Common.Other.GlobalPrompt.HeroTemple_First	#C(#00EE00)%s#n率先通关了英灵神殿的#C(#ffff37)%s[%s]#n！所谓兵贵神速啊！	#C(#00EE00)%s#n  a franchi #C(#ffff37)%s[%s] du temple du héros#n! c'est bon d'avoir une bonne vitesse !	1
Common.Other.GlobalPrompt.HeroTemple_LevelLimit	等级不足，该副本尚未开启	niveau insuffisant,l'instance n'est pas ouverte encore 	1
Common.Other.GlobalPrompt.HeroTemple_Mail_Content	你的背包空间不足，已将本次英灵神殿获得的奖励通过邮件发放。请您及时提取。	pas assez d'espace au sac à dos,on a vous envoyé la récompense par courriel,retirez-la à temps  	1
Common.Other.GlobalPrompt.HeroTemple_Mail_Sender	系统	système 	1
Common.Other.GlobalPrompt.HeroTemple_Mail_Title	背包空间不足	pas assez d'espace au sac à dos	1
Common.Other.GlobalPrompt.HeroUpStar_1	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将3星英雄#C(#FF6600)%s#n进化为成为4星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00),après toutes les difficultés et les obstacles, il a évolué le héros 3 étoiles #C(#FF6600)%s#nen celui 4 étoiles, on a un air de conquérir tous le serveur #n	1
Common.Other.GlobalPrompt.HeroUpStar_2	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将4星英雄#C(#FF0000)%s#n进化为成为5星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00),après toutes les difficultés et les obstacles, il a évolué le héros 4 étoiles #C(#FF6600)%s#n en celui 5 étoiles, on a un air de conquérir tous le serveur #n	1
Common.Other.GlobalPrompt.HeroUpStar_3	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将5星英雄#C(#FF0000)%s#n进化为成为6星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00),après toutes les difficultés et les obstacles, il a évolué le héros 5 étoiles #C(#FF6600)%s#nen celui 6 étoiles, on a un air de conquérir tous le serveur #n	1
Common.Other.GlobalPrompt.HeroUpStar_4	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将6星英雄#C(#FF0000)%s#n进化为成为7星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00),après toutes les difficultés et les obstacles, il a évolué le héros 6 étoiles #C(#FF6600)%s#nen celui 7 étoiles, on a un air de conquérir tous le serveur #n	1
Common.Other.GlobalPrompt.HeroUpStar_5	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将7星英雄#C(#FF0000)%s#n进化为成为8星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00),après toutes les difficultés et les obstacles, il a évolué le héros 7 étoiles #C(#FF6600)%s#nen celui 8 étoiles, on a un air de conquérir tous le serveur #n	1
Common.Other.GlobalPrompt.HeroZhaoMuSuccess	招募成功	recrutement avec succès 	1
Common.Other.GlobalPrompt.HolidayLotteryReward_Msg_Precious	#C(#E87D22)【元旦大狂欢】#n%s在#C(#00ff00)充值开宝箱#n活动中获得了#Z(%s,%s)，真是令人羡慕！#C(#00ff00)#U#A(#K(OPEN_YUANDAN_PANEL,2))前往抽奖！#n#n#n	#C(#E87D22)【carnaval du nouvel an】#n%sà#C(#00ff00) l'activité "recharger pour ouvrir le coffret au trésor "#na acquis #Z(%s,%s)，c'est enviable ！#C(#00ff00)#U#A(#K(OPEN_YUANDAN_PANEL,2))allez tirer le sort ！#n#n#n	1
Common.Other.GlobalPrompt.HolidayLotteryReward_Tips_Head	恭喜你成功获得：#H	félicitations ,vous avez acquis ：#H	1
Common.Other.GlobalPrompt.HolidayOnlineReward_Tips_Head	领取成功，获得：#H	réception avec succès ，vous avez acquis ：#H	1
Common.Other.GlobalPrompt.HolidayOnlineReward_Tips_Money	金币 +%s#H	pièce d'or  +%s#H	1
Common.Other.GlobalPrompt.HolidayOnlineReward_Tips_prayTimes	祈福次数 +%s#H	nombre de bénédiction  +%s#H	1
Common.Other.GlobalPrompt.HolidayRechargeReward_Tips_Head	领取成功，获得：#H	réception avec succès ，vous avez acquis ：#H	1
Common.Other.GlobalPrompt.HolidayRechargeReward_Tips_LotteryTimes	抽奖次数 +%s#H	nombre de tirage  +%s#H	1
Common.Other.GlobalPrompt.HolidayShoppingTips	#C(#E87D22)【元旦大狂欢】#n在全服玩家的努力下，跨年购物节活动#C(#00ff00)%s#n分的积分奖励已被开启。#C(#00ff00)#U#A(#K(OPEN_YUANDAN_PANEL,1))前往领取#n#n#n	#C(#E87D22)【carnaval du nouvel an 】#n avec des efforts des joueurs des tous serveurs，la récompense des points de #C(#00ff00)%s#n points de l’activité de l'achat de fêter le nouvel an est ouvert．#C(#00ff00)#U#A(#K(OPEN_YUANDAN_PANEL,1))aller recevoir #n#n#n	1
Common.Other.GlobalPrompt.HolidayWishTips	祈福成功，获得#Z(%s,%s)	réussir à la prière，obtenir #Z(%s,%s)	1
Common.Other.GlobalPrompt.HoneymoonBegin	蜜月开启成功，使用#C(#00FF00)甜言蜜语#n享受快乐的蜜月之旅吧	on réussit à ouvrir la lune de miel，utiliser #C(#00FF00)paroles mielleuses#n aller jouir du voyage de la lune de miel 	1
Common.Other.GlobalPrompt.HoneymoonBegin_1	#C(#E87D22)【环游蜜月】#C(#00FF00)%s#n#C(#FFFFFF)和#C(#00FF00)%s#n两人相知相爱，共结连理，两人骑着飞马环游圣辉城，留下甜蜜的爱情足迹！让我们为他们的爱情欢呼吧！#n	#C(#E87D22)【lune de miel du monde】#C(#00FF00)%s#n#C(#FFFFFF)和#C(#00FF00)%s#n les deux personnes s'aiment et deviennent la couple．des deux personnes voyagent dans la cité de gloire sacrée en montant sur un cheval et laissent des traces de l'amour．laissons pousser des cris de joie pour leur amour ．#n	1
Common.Other.GlobalPrompt.HoneymoonBegin_2	#C(#E87D22)【两人蜜月】#C(#00FF00)%s#n#C(#FFFFFF)和你开始静静的享受两人蜜月时光，快找他聊聊吧！珍惜这一刻，珍惜这么温馨与幸福的每一秒#n	#C(#E87D22)【lune de miel de la couple】#C(#00FF00)%s#n#C(#FFFFFF)jouir de la lune de miel doucement avec toi．allez parler avec lui！appréciez ce moment et appréciez chaque seconde de bonheur#n	1
Common.Other.GlobalPrompt.HoneymoonFinish_1	#C(#E87D22)【环游蜜月】#C(#FFFFFF)不知不觉，#C(#00FF00)%s#n#C(#FFFFFF)和#C(#00FF00)%s#n的环游蜜月时光已经结束，大家为他们祝福吧，这是一对天下最幸福的一对，他们的每一分每一秒都将成为最美好的回忆#n	#C(#E87D22)【lune de miel du monde】#C(#FFFFFF)sans s'en apercevoir，la lune de miel de #C(#00FF00)%s#n#C(#FFFFFF)et #C(#00FF00)%s#n finit，la bénédiction pour la couple，c'est la couple la plus heureuse，chaque seconde va devenir le souvenir mémorable #n	1
Common.Other.GlobalPrompt.HoneymoonFinish_2	#C(#E87D22)【两人蜜月】#C(#FFFFFF)不知不觉，#C(#00FF00)%s#n#C(#FFFFFF)和你的两人蜜月时光已经结束，这每一分每一秒都将成为最美好的回忆#n	#C(#E87D22)【lune de miel de la couple】#C(#FFFFFF)sans s'en apercevoir，ta lune de miel avec #C(#00FF00)%s#n#C(#FFFFFF)finir，chaque seconde va devenir le souvenir mémorable #n	1
Common.Other.GlobalPrompt.HoneymoonMailContent	由于你们相亲相爱，共同度过了一段甜蜜的蜜月时光，我代表爱情天使，给你们送上蜜月祝福：#Z(%s,%s), 亲密值：%s	comme vous vous aimez et passez la lune de miel，je représente l'ange de l'amour et vous donne la bénédiction de la lune de miel：#Z(%s,%s), valeur de l'intimité ：%s	1
Common.Other.GlobalPrompt.HoneymoonMailSender	系统	système 	1
Common.Other.GlobalPrompt.HoneymoonMailTitle	蜜月奖励	récompense de la lune de miel	1
Common.Other.GlobalPrompt.HoneymoonSay_1	#C(#E87D22)【两人蜜月】#C(#00FF00)%s#n#C(#FFFFFF)悄悄跟#C(#00FF00)%s#n说：#C(#00FF00)%s#n	#C(#E87D22)【lune de miel de la couple】#C(#00FF00)%s#n#C(#FFFFFF)dit doucement à#C(#00FF00)%s#n que #C(#00FF00)%s#n	1
Common.Other.GlobalPrompt.HoneymoonSay_2	#C(#E87D22)【环游蜜月】#C(#00FF00)%s#n#C(#FFFFFF)对#C(#00FF00)%s#n情意绵绵的说：#C(#00FF00)%s#n	#C(#E87D22)【lune de miel du monde】#C(#00FF00)%s#n#C(#FFFFFF)dit doucement à #C(#00FF00)%s#n que #C(#00FF00)%s#n	1
Common.Other.GlobalPrompt.HunluanSpace_Begin	#C(#EE7600)【混乱时空】#n混乱时空界门已经开启，英雄们纷纷涌入混乱时空中！	#C(#EE7600)【espace en désordre】#n la porte de l'espace en désordre s'ouvre，allez-y！	1
Common.Other.GlobalPrompt.HunluanSpace_CD	冷却中，无法进行操作！	au refroidissement，on ne peut pas opérer！	1
Common.Other.GlobalPrompt.HunluanSpace_DemonBoss_1	#C(#EE7600)【混乱时空】#n幻境中层见迭出，公会的BOSS幻影出在第#C(#ffff37)%s#n层！	#C(#EE7600)【espace en désordre】#n des gens apparaissent sans cesse dans la féerie，l'illusion de BOSS de la guilde apparaît au niveau #C(#ffff37)%s#n！	1
Common.Other.GlobalPrompt.HunluanSpace_DemonBoss_2	#C(#EE7600)【混乱时空】#n公会成员英勇无敌，击败了BOSS幻影，一大批混乱大军正在袭来。	#C(#EE7600)【espace en désordre】#n des membres de la guilde sont tellement braves et ils tuent l'illusion de BOSS，une grande vague des soldats en désordre arrivent．	1
Common.Other.GlobalPrompt.HunluanSpace_DemonBoss_3	#C(#EE7600)【混乱时空】#n公会成员战力无双，击败了时空中的所有大军！	#C(#EE7600)【espace en désordre】#n des membres de la guilde sont invincibles et ils tuent tous les soldats dans l'espace et le temps！	1
Common.Other.GlobalPrompt.HunluanSpace_DevilBoss	#C(#EE7600)【混乱时空】#n公会成员在时空中迷失方向的瞬间，#C(#ffff37)%s#n向他们袭来，全公会团结共同抗敌！	#C(#EE7600)【espace en désordre】#n quand des membres de la guilde se perdent dans l'espace et le temps，#C(#ffff37)%s#n les attaque，tous les membres de la guilde se réunissent pour lutter contre l'ennemi！	1
Common.Other.GlobalPrompt.HunluanSpace_DevilBoss_1	活动开启前五分钟可挑战时空守护者	dans les cinq minutes avant le commencement de l'activité on peut défier le garde de l'espace et le temps 	1
Common.Other.GlobalPrompt.HunluanSpace_End	#C(#EE7600)【混乱时空】#n今日混乱时空活动已结束，请及时领取奖励	#C(#EE7600)【espace en désordre】#n aujourd'hui l'activité de l'espace en désordre finit，veuillez recevoir des récompenses à temps．	1
Common.Other.GlobalPrompt.HunluanSpace_First	#C(#EE7600)【混乱时空】#n公会大神#C(#ffff37)%s#n真是神勇非凡，首次到达第#C(#ffff37)%s#n层！	#C(#EE7600)【espace en désordre】#nexpert de la guilde #C(#ffff37)%s#n est très brave ，atteint le niveau #C(#ffff37)%s#n pour la première fois ！	1
Common.Other.GlobalPrompt.HunluanSpace_HalfHourReady	#C(#EE7600)【混乱时空】#n混乱时空界门即将在#C(#ffff37)30#n分钟后开启，请大家做好准备！	#C(#EE7600)【espace en désordre】#n la porte de l'espace en désordre sera ouverte après  #C(#ffff37)30#n minutes，veuillez vous préparer bien ！	1
Common.Other.GlobalPrompt.HunluanSpace_NoDamage	#C(#ffff37)%s#n神武非凡，给予了怪物最后一击，此次战斗您将不会增加伤害值。	#C(#ffff37)%s#n est très fort et donne au monstre le dernier coup，dans ce combat vous ne pouvez pas augmenter la valeur de dégât．	1
Common.Other.GlobalPrompt.HunluanSpace_PRT	#C(#EE7600)【混乱时空】#n个人伤害排行	#C(#EE7600)【espace en désordre】#nclassement de dégâts personnels	1
Common.Other.GlobalPrompt.HunluanSpace_RT_1	，第一名：#C(#ffff37)%s#n	，la première place ：#C(#ffff37)%s#n	1
Common.Other.GlobalPrompt.HunluanSpace_RT_2	，第二名：#C(#ffff37)%s#n	，la deuxième place ：#C(#ffff37)%s#n	1
Common.Other.GlobalPrompt.HunluanSpace_RT_3	，第三名：#C(#ffff37)%s#n	，la troisième place ：#C(#ffff37)%s#n	1
Common.Other.GlobalPrompt.HunluanSpace_RT_4	，第四名：#C(#ffff37)%s#n	，la quatrième place ：#C(#ffff37)%s#n	1
Common.Other.GlobalPrompt.HunluanSpace_RT_5	，第五名：#C(#ffff37)%s#n	，la cinquième place ：#C(#ffff37)%s#n	1
Common.Other.GlobalPrompt.HunluanSpace_TenMinuteReady	#C(#EE7600)【混乱时空】#n混乱时空界门即将在#C(#ffff37)10#n分钟后开启，请大家做好准备！	#C(#EE7600)【espace en désordre】#nporte de l'espace en désordre sera ouverte dans#C(#ffff37)10#n minutes ，préparez-vous ！	1
Common.Other.GlobalPrompt.HunluanSpace_URT	#C(#EE7600)【混乱时空】#n公会伤害排行	#C(#EE7600)【espace en désordre】#nclassement de dégâts de la guilde 	1
Common.Other.GlobalPrompt.HunluanSpace_UnionLimit	今日您的公会未达到参与活动条件	votre guilde ne remplit la condition pour participer à l'activité .	1
Common.Other.GlobalPrompt.ItemSell_TIPS_3	出售成功 ：#H#Z(%s,%s,0)#H金币+%s	vente avec succès ：#H#Z(%s,%s,0)#Hpièce d'or +%s	1
Common.Other.GlobalPrompt.ItemSell_TIPS_4	出售成功 ：#H#Z(%s,%s,0)#H获得：#Z(%s,%s)	vente avec succès ：#H#Z(%s,%s,0)#Ha acquis：#Z(%s,%s)	1
Common.Other.GlobalPrompt.ItemSell_TIPS_5	出售成功 ：#H#Z(%s,%s,0)#H获得：	vente avec succès  ：#H#Z(%s,%s,0)#H a acquis ：	1
Common.Other.GlobalPrompt.ItemSell_TIPS_7	金币+ %s	pièce d'or + %s	1
Common.Other.GlobalPrompt.Item_Use_Tips	使用成功 #H 获得了：#H	utilisation avec succès  #H vous avez acquis ：#H	1
Common.Other.GlobalPrompt.Item_Use_Tips_1	使用成功 #H 获得了：#H金币 +%s	utilisation avec succès  #H vous avez acquis ：#Hpièce d'or  +%s	1
Common.Other.GlobalPrompt.Item_Use_Tips_2	使用成功 #H 获得了：#H魔晶 +%s	utilisation avec succès  #H vous avez acquis ：#Hcristal magique +%s	1
Common.Other.GlobalPrompt.Item_Use_Tips_3	使用成功 #H 获得了：#H神石 +%s	utilisation avec succès  #H vous avez acquis ：#Hpierre divine  +%s	1
Common.Other.GlobalPrompt.Item_Use_Tips_4	使用成功 #H 获得了：#H体力 +%s	utilisation avec succès  #H vous avez acquis ：#Hforce physique  +%s	1
Common.Other.GlobalPrompt.Item_Use_Tips_5	使用成功 #H 获得了：#H命力 +%s	utilisation avec succès  #H vous avez acquis ：#Hforce de vie  +%s	1
Common.Other.GlobalPrompt.Item_Use_Tips_6	使用成功 #H 获得了：#H#Z(%s,%s)	utilisation avec succès  #H vous avez acquis ：#H#Z(%s,%s)	1
Common.Other.GlobalPrompt.Item_Use_Tips_7	使用成功 #H 获得了：#H#t(#K(sTT,%s,%s))	utilisation avec succès  #H vous avez acquis ：#H#t(#K(sTT,%s,%s))	1
Common.Other.GlobalPrompt.JJC_FAILURE_MSG	#C(#00FF00)%s#n挑战了你，你#C(#FF0000)失败#n了，排名跌至#C(#0DF6FF)%s第%s名#n	#C(#00FF00)%s#n vous a défié ，vous #C(#FF0000)avez #n perdu ，et vous êtes classé #C(#0DF6FF)%s la %s place #n	1
